utterances,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
"장관님, 올해 17대 국회 마지막 국정감사입니다. 그런데 2004년 국감 때 문광부 국감을 할 적에…… 장관님, 잠깐 뒤에 한번 돌아봐 주시지요. 여성들이 얼마나 와 있습니까? 지금 한 50명 앉아 계신데 여성 비율이 어느 정도 됩니까?",H,여성,여성 비율이 어느 정도,,"김종민: 매우 적습니다. 윤원호: 적다고 생각은 하십니까? 김종민: 예, 적다고 생각합니다. 윤원호: 어떻게 하실랍니까? 김종민: 그동안 수십 년 동안 여성의 공직 진출이 없었기 때문에 문제가 많았는데, 이제 많이 진출하고 있기 때문에 이 문제는 조금 시간이 지나면 개선이 될 것이고요. 지금 문화부 내에도 서기관 이상 여성 간부직들이 늘어나고 있기 때문에 그 문제는 조금 시간이 지나면 많이 개선될 것이라고 생각하고요. 특히 고시에서는 이제 여성이 반 이상 합격을 하고 있기 때문에…… 윤원호: 그이들이 언제 이 자리까지 오겠습니까? 김종민: 얼마 남지 않았습니다. 좀 있으면 남자가 더 모자라는…… 윤원호: 특별히 고민 좀 해 주시기 바라고요. 김종민: 예. 윤원호: 문화관광부 내에도 여성정책담당관을 좀 도입해야 되지 않나 생각하는데요.",17,269,,문화관광위원회,D
"며느리야 설마 돈 받겠습니까, 시어머니가 일 시키는데?",L,여성,"며느리, 시어머니","유기준: 장관님, 혹시 며느리가 있으신가요? 전재희: 저는 아직 며느리 못 봤습니다. 유기준: 며느리한테 일을 시키면서 돈을 주지 않고 시킨다면 그 며느리가 옳게 일을 하겠습니까?",,18,278,17,예산결산특별위원회,D
"제가 말씀드리고 싶은 것은 여성 장애인 고용에 관한 겁니다. 전체 장애인, 등록 장애인 수 210만 중에서 비장애인들에 비해서 장애인들의 고용 수준이 50% 수준에 있습니다. 그중에 여성 장애인은 남성 장애인에 비해서 더 많이 떨어지고 있습니다. 알고 계십니까?",H,여성,여성 장애인은 남성 장애인에 비해서 더 많이 떨어지고,,"이영희: 예, 알고 있습니다. 이정선: 개인 소득이 전혀 없는 비율로 보면 남성 장애인이 여성 장애인에 비해서 반밖에 안 되고요. 그러니까 남성 장애인 같은 경우는 16.9%인데 여성 장애인은 26.9%이고요. 공적 연금 미가입률도 남성 63.5%에 비해서 여성 장애인은 91.4%로 정말 높은, 정말 거의 공적연금 미래에 대한 어떤 복지혜택을 전혀 못 갖고 있다 미래에 대한 보장을 못 받고 있다라고 보고 있습니다. 사회적으로 소외되고 있는 장애인 고용 부분에 대해서 장관님 말씀을 좀 듣고 싶습니다, 견해를.",18,278,17,예산결산특별위원회,D
"특히 여성 장애인 같은 경우는 교육 부문에서도 사실은 남성 장애인에 비해서 많이 뒤떨어지고 있습니다. 사회적 약자, 정말 경쟁에 있어서 뒤처질 수밖에 없는 그런 사람들에 대한 우리 사회의 배려가 정말 절실하다고 느껴지고요. 또 사회에서 기업들이 좀 인식이 많이 개선이 돼서 각 기업들에서 정부기관에 여성 장애인들의 수요를 많이 원하고 있습니다. 그런데 공급이 달리고 있는 그런 안타까운 실정이 있습니다. 일을 주고 싶어도 일을 할 수 있는 여성 장애인들이 미비하다는 것은 그만큼 우리 사회에서 여성 장애인들에 대한 배려와 교육․훈련이 필요하다는 겁니다. 그렇기 때문에 앞으로 우리 여성 장애인들, 특히 경쟁력이 떨어지는 이 장애인들에 대한 장관님의 고심과 정책 대책이 필요하다고 생각합니다.",H,여성,"여성 장애인, 남성 장애인에 비해서 많이 뒤떨어지고",,,18,278,17,예산결산특별위원회,D
"그리고 종래 남성 중심의 검찰문화 이것도 이제는 내놓고 검찰 인력의 상당한 부분이 이제는 여성검사로 이루어진다 하는 위에서 가꾸어 나가야 될 거예요. 고검장 또 중앙지검장, 그 점에 관해서 소신을 한번 밝혀 주시기 바랍니다.",H,여성,남성 중심의 검찰문화,"장윤석: 지금 전국 검사가 한 1700여 명 된다는데 여성 검사가 9월 현재로 318명이에요. 18.4%니까 5명 검사 중에 1명 가까이가 여검사입니다. 한상대: 예, 그렇습니다. 장윤석: 그래서 이제는 여검사가 검사 인력의 중추적인 부분을 차지하고 있다, 그 전제 위에서 여러 가지 행정이 되어야 될 거예요. 여성검사들 경우는 불가피하게 출산 또는 육아, 근로기준법, 현행 실정법이 보장하는 그런 복지정책을 검찰이라고 해서 하지 않을 수 없을 겁니다. 결국 일정한 수의 여검사들의 경우 인력에 공백이 생긴다, 그것을 전제로 인력 운용을 해야될 겁니다.",,18,284,,법제사법위원회,D
그래서 여성들이 이런 범죄의 위협으로부터 안심하고 살 수 있게 검찰에서 각별히 좀더 노력해 주시기를 당부드립니다.,H,여성,"여성들, 범죄의 위협","이주영: 음주 감경이 지금 좀 도마에 올랐습니다. 그래서 이 음주 감경이…… 음주 범죄 사건이 또 많은 데가 어디냐 하면 가정폭력이에요. 주로 피해자들은 여성이지요. 지금 성폭력 범죄도 주로 다 피해자들이 여성이지만 이것도 마찬가지거든요. 그런데 범죄 증가 건수 추세를 이렇게 보면 서울중앙지검만 봐도 가정폭력 사범이 자꾸 늘어나고 있습니다. 06년도가 577명, 08년도 650명, 금년도는 이미 벌써 791명…… 상당히 늘어나고 있어요. 그다음에 재범률은 가정폭력 사범의 경우에 서울중앙지검 관내의 통계만 봐도 05년도 8.7%, 06 년도 8.1%, 08년 9.5%, 계속 늘어나는 추세에 있어요. 그리고 이게 성폭력 사범의 재범률보다 2배 이상 더 높습니다. 그런데 이 사건들도 보면 다 음주 상태의 범행들이 많아요. 그렇다고 해 가지고 이것도 음주 감경들을 한다고요. 술 마시고 들어와서 자기 집안에서 폭력 행사하는데 이것 거의 상습범들이 많거든요? 그러면 아까 제가 얘기한 대로 원인에 있어서 자유로운 행위, 형법 10조3항에 뭐라고 되어 있습니까? ‘위험의 발생을 예견하고 자의로 심신장애를 야기한 자의 행위에 대해서는 심신장애 감경 적용하면 안 된다’ 이렇게 되어 있잖아요. 이게 제대로 작동이 되게끔 해야 되지요. 그리고 형사 정책적인 측면에서 음주 같은 경우는 심신장애로 판단되면 안 되잖아요. 이것은 앞으로 입법적으로 좀 해결해야 될 것 같아요, 이 법 적용에 있어서 지금 그렇게 못 하고 있는 현실이기 때문에 입법적으로. 음주하면 감경 사유가 아니라 이것은 가중해야 된다 하는 그런 방향으로 입법해야 되겠다고 지금 우리 위원들도 그런 공감대가 형성되어 가고 외국 입법례도 있기 때문에 그런 쪽으로 나아갈 것 같은데 이런데 대해서도 고검장 입장에서 의견을 한번 좀 말씀해 주시지요. 한상대: 위원님께서 적절히 지적해 주신 대로 가정폭력 문제가 점점 더 심각해지는 것은 사실입니다. 그래서 위원님 견해에 전적으로 동감을 합니다. 지금 적절히 지적하셨듯이 음주 감경의 경우에는 쉽게 해 주면서 또 원인에 있어서 자유로운 행위에 대해서는 입증이 어렵다는 이유로 좀 간과하고 있는 것이 사실인 것 같습니다. 그래서 적용에 있어서도 그것을 검찰이나 법원에서 엄격한 증거에 의해서 하는 것으로 하고 또 입법 정책적으로도 위원님들께서 그것을 노력해주시면 저희가 전적으로 그런 식으로 참고해서 업무를 처리토록 하겠습니다.",,18,284,,법제사법위원회,D
"또 서부지검에서는 부장검사가 후배 여검사한테 2억 3000만 원을 빌려서 주식 투자하다가 3개월 정직 처분을 받은 일이 있었다는데 이 돈은 다 갚았나요, 서부 지검장님?",L,여성,여검사,,,18,284,,법제사법위원회,D
"그리고 가족이라는 개념이 왜 꼭 여성부에 가야 됩니까? 가족은 남자 50%, 여자 50%잖아요. 20년 30년 전에는 어머니가 가정의 중심이었지만 지금은 꼭 그렇지도 않습니다. 한번 통계 내보면, 부부 간에 이혼해 가지고 아이를 누가 키우는지 그것도 한번 내보시고, 엄마가 아이를 100% 키운다는 보장이 어디 있습니까? 할머니가 키우는 가정도 많고…… 그래서 가족의 개념에 ‘가족은 여성이다’ 이 자체도 잘못되었다……",H,여성,"가족은 남자 50%, 여자 50%잖아요",,,18,284,10,행정안전위원회,D
가족은 여성이다,L,여성,가족은 여성이다,"그리고 가족이라는 개념이 왜 꼭 여성부에 가야 됩니까? 가족은 남자 50%, 여자 50%잖아요. 20년 30년 전에는 어머니가 가정의 중심이었지만 지금은 꼭 그렇지도 않습니다. 한번 통계 내보면, 부부 간에 이혼해 가지고 아이를 누가 키우는지 그것도 한번 내보시고, 엄마가 아이를 100% 키운다는 보장이 어디 있습니까? 할머니가 키우는 가정도 많고…… 그래서 가족의 개념에 ‘가족은 여성이다’ 이 자체도 잘못되었다……",,18,284,10,행정안전위원회,D
"여러분. 왜냐하면 가족이라는 것이 노인의 문제, 아동의 문제, 청소년 문제, 주부, 남편, 이렇게 되어 있잖아요. 그러면 거기에 대한 복지정책ㆍ지원정책은 전부 복지부가 하고 있는 것이고, 가족에 대한 것은 정책밖에 없어요. 집행 업무가 별로 없습니다.",L,여성,주부,,,18,284,10,행정안전위원회,D
"우리나라 여성장애인은 비장애인 중심, 남성중심의 가부장적 문화 속에서 이중의 고통을 겪고 있습니다. 거의 많은 여성장애인들이 전 생애에 걸쳐 교육, 고용, 결혼, 건강, 정보, 문화 등 모든 분야에서 차별을 경험하고 있는데요. 또 성폭력이나 가정폭력, 성매매 등 각종 여성폭력 범죄와 인권침해에도 노출돼 있는 경우가 많습니다. 그런데 이분들의 신체적 특성상 각각의 문제가 발생할 때마다 개별상담소를 찾아서 이용하는 것은 현실적으로 용이하지 못하다는 것도 장관님께서 알고 계시지요?",H,여성,"여성장애인, 남성중심의 가부장적 문화, 이중의 고통",,"변도윤: 알고 있습니다. 박은수: 따라서 여성장애인의 경우는 현재처럼 상담소를 가정폭력, 성폭력 이렇게 구별해서 운영하지 말고 통합상담소를 통해 통합적인 관점, 특화되고 전문화된 지원을 통해서 여성장애인이 안고 있는 다양한 문제와 욕구를 적극적으로 해결할 수 있도록 해야 한다고 봅니다. 그런데 현재 가정폭력․성폭력 방지 및 피해자 지원을 위한 통합상담소는 10개소가 있지만 이 중에서 여성장애인 통합상담소는 대구의 한 군데 밖에 없는 게 현실이지요? 변도윤: 예. 박은수: 그래서 본 위원은 전국 16개 시․도에 각 1개 이상의 여성장애인 통합상담소를 설치해서 성폭력․가정폭력․성매매 등의 예방교육 실시에서부터 안전한 보호시설 연계, 치료․회복 프로그램 실시, 의료․법률․사회복지 지원 연계, 가족역할 강화, 교육․취업․가족 지원, 인권옹호 등의 다양한 욕구와 과정을 일련의 연속선상에서 전문적이고 효율적으로 제공할 필요가 있다고 봅니다.",18,278,7,여성위원회,D
"그런데 가정폭력피해자를 위한 보호시설이 전국에 단 1곳뿐이고 성폭력피해자를 위한 쉼터도 서울, 부산, 광주 3곳에 불과합니다. 그런데 성폭력피해자 보호시설의 보호인원을 조사를 해 본바 2006년도에 전체 119명 중 장애인이 52명이었고, 2007년도에는 전체 123명 중 장애인이 51명, 그리고 2008년도에는 132명 중 장애인이 56명입니다. 그런데 현재 보호시설은 전국에 단 4곳이고 그 4곳에서 수용할 수 있는 정원도 모두 합쳐도 50명에 불과하니 이 피해를 당한 여성장애인들은 정말 국가 보호의 사각지대에 있는 것이 현실입니다. 이 부분에 대해서도 피해 여성장애인에게 실질적 보호를 제공할 수 있는 쉼터 확대를 위한 예산 증액이 절실하게 필요하다고 생각하는데 장관님, 어떻게 생각하십니까?",H,여성,"여성장애인, 사각지대","박은수: 여성장애인의 경우 특히 가정폭력이나 각종 폭력에 노출되었을 때 보호시설, 쉼터가 더욱더 필요하지 않습니까? 변도윤: 예, 그렇습니다.","변도윤: 필요합니다. 그래서 2009년도에는 장애인보호시설이 없는 중부권에 장애인보호시설 1개소를 신축 지원할 예정이고요. 향후에 장애인시설의 확충을 위해서 지속적으로 노력은 하겠으나 예산을 충분히 확보하지 못한 상태입니다. 박은수: 이 부분도 역시 본 상임위와 같이 협력해서 증액이 될 수 있도록 노력해 주시기 바랍니다. 변도윤: 예, 그렇게 하겠습니다.",18,278,7,여성위원회,D
